,Title,URL
1116,Solar Flux,/game/switch/solar-flux
1117,The LEGO Movie 2 Videogame,/game/switch/the-lego-movie-2-videogame
1118,Valthirian Arc: Hero School Story,/game/switch/valthirian-arc-hero-school-story
1119,RollerCoaster Tycoon Adventures,/game/switch/rollercoaster-tycoon-adventures
1120,Othello,/game/switch/othello
1121,Solo: Islands of the Heart,/game/switch/solo-islands-of-the-heart
1122,Hotel Transylvania 3: Monsters Overboard,/game/switch/hotel-transylvania-3-monsters-overboard
1123,Coffin Dodgers,/game/switch/coffin-dodgers
1124,Bit Dungeon+,/game/switch/bit-dungeon+
1125,Suicide Guy,/game/switch/suicide-guy
1126,Shadow Fight 2,/game/switch/shadow-fight-2
1127,Bird Game +,/game/switch/bird-game-+
1128,Slender: The Arrival,/game/switch/slender-the-arrival
1129,Bitlogic - A Cyberpunk Arcade Adventure,/game/switch/bitlogic---a-cyberpunk-arcade-adventure
1130,The Mystery of Woolley Mountain,/game/switch/the-mystery-of-woolley-mountain
1131,Feather,/game/switch/feather
1132,Jumping Joe &amp; Friends,/game/switch/jumping-joe-friends
1133,FullBlast,/game/switch/fullblast
1134,Hamsterdam,/game/switch/hamsterdam
1135,Super Toy Cars,/game/switch/super-toy-cars
1136,Neonwall,/game/switch/neonwall
1137,Radiation Island,/game/switch/radiation-island
1138,Yodanji,/game/switch/yodanji
1139,Close to the Sun,/game/switch/close-to-the-sun
1140,Devil May Cry 2,/game/switch/devil-may-cry-2
1141,Legend of Kay Anniversary,/game/switch/legend-of-kay-anniversary
1142,Cast of the Seven Godsends,/game/switch/cast-of-the-seven-godsends
1143,Whipseey and the Lost Atlas,/game/switch/whipseey-and-the-lost-atlas
1144,Doughlings: Invasion,/game/switch/doughlings-invasion
1145,Shephy,/game/switch/shephy
1146,Legendary Eleven,/game/switch/legendary-eleven
1147,The Padre,/game/switch/the-padre
1148,Lifeless Planet: Premiere Edition,/game/switch/lifeless-planet-premiere-edition
1149,Exorder,/game/switch/exorder
1150,Dark Witch Music Episode: Rudymical,/game/switch/dark-witch-music-episode-rudymical
1151,Castle of Heart,/game/switch/castle-of-heart
1152,Little Friends: Dogs &amp; Cats,/game/switch/little-friends-dogs-cats
1153,Flip Wars,/game/switch/flip-wars
1154,WorldNeverland: Elnea Kingdom,/game/switch/worldneverland-elnea-kingdom
1155,ROCKETSROCKETSROCKETS,/game/switch/rocketsrocketsrockets
1156,Monopoly for Nintendo Switch,/game/switch/monopoly-for-nintendo-switch
1157,Has-Been Heroes,/game/switch/has-been-heroes
1158,Guilt Battle Arena,/game/switch/guilt-battle-arena
1159,Hover,/game/switch/hover
1160,Revenant Saga,/game/switch/revenant-saga
1161,Youtubers Life: OMG Edition,/game/switch/youtubers-life-omg-edition
1162,Pilot Sports,/game/switch/pilot-sports
1163,Corpse Party: Blood Drive,/game/switch/corpse-party-blood-drive
1164,Stranger Things 3: The Game,/game/switch/stranger-things-3-the-game
1165,Unbox: Newbie's Adventure,/game/switch/unbox-newbies-adventure
1166,Claws of Furry,/game/switch/claws-of-furry
1167,Riot: Civil Unrest,/game/switch/riot-civil-unrest
1168,Remothered: Tormented Fathers,/game/switch/remothered-tormented-fathers
1169,Caveman Warriors,/game/switch/caveman-warriors
1170,Snow Moto Racing Freedom,/game/switch/snow-moto-racing-freedom
1171,Sigi: A Fart for Melusina,/game/switch/sigi-a-fart-for-melusina
1172,New Frontier Days: Founding Pioneers,/game/switch/new-frontier-days-founding-pioneers
1173,Oh...Sir! The Insult Simulator,/game/switch/ohsir!-the-insult-simulator
1174,Timberman VS,/game/switch/timberman-vs
1175,R.B.I. Baseball 18,/game/switch/rbi-baseball-18
1176,ACORN Tactics,/game/switch/acorn-tactics
1177,Rise &amp; Shine,/game/switch/rise-shine
1178,Clock Simulator,/game/switch/clock-simulator
1179,Super Ping Pong Trick Shot,/game/switch/super-ping-pong-trick-shot
1180,V-Rally 4,/game/switch/v-rally-4
1181,Forever Forest,/game/switch/forever-forest
1182,R.B.I. Baseball 19,/game/switch/rbi-baseball-19
1183,Baseball Riot,/game/switch/baseball-riot
1184,Leisure Suit Larry: Wet Dreams Don't Dry,/game/switch/leisure-suit-larry-wet-dreams-dont-dry
1185,Tiny Troopers: Joint Ops XL,/game/switch/tiny-troopers-joint-ops-xl
1186,Modern Combat: Blackout,/game/switch/modern-combat-blackout
1187,Squareboy vs. Bullies: Arena Edition,/game/switch/squareboy-vs-bullies-arena-edition
1188,Milanoir,/game/switch/milanoir
1189,The Forbidden Arts,/game/switch/the-forbidden-arts
1190,Adventure Time: Pirates of the Enchiridion,/game/switch/adventure-time-pirates-of-the-enchiridion
1191,Midnight Deluxe,/game/switch/midnight-deluxe
1192,Thief of Thieves: Season One,/game/switch/thief-of-thieves-season-one
1193,Shaq Fu: A Legend Reborn,/game/switch/shaq-fu-a-legend-reborn
1194,Metropolis: Lux Obscura,/game/switch/metropolis-lux-obscura
1195,Carnival Games for Nintendo Switch,/game/switch/carnival-games-for-nintendo-switch
1196,Ice Age: Scrat's Nutty Adventure,/game/switch/ice-age-scrats-nutty-adventure
1197,Morphies Law,/game/switch/morphies-law
1198,Boost Beast,/game/switch/boost-beast
1199,Tied Together,/game/switch/tied-together
1200,Panty Party,/game/switch/panty-party
1201,Fear Effect Sedna,/game/switch/fear-effect-sedna
1202,Yet Another Zombie Defense HD,/game/switch/yet-another-zombie-defense-hd
1203,Selma and the Wisp,/game/switch/selma-and-the-wisp
1204,Legend of the Skyfish,/game/switch/legend-of-the-skyfish
1205,Slain: Back from Hell,/game/switch/slain-back-from-hell
1206,Desert Child,/game/switch/desert-child
1207,Scribblenauts Showdown,/game/switch/scribblenauts-showdown
1208,Party Planet,/game/switch/party-planet
1209,Paper Wars: Cannon Fodder Devastated,/game/switch/paper-wars-cannon-fodder-devastated
1210,InkSplosion,/game/switch/inksplosion
1211,Storm Boy,/game/switch/storm-boy
1212,Soulblight,/game/switch/soulblight
1213,Mad Carnage,/game/switch/mad-carnage
1214,Warparty,/game/switch/warparty
1215,Violett,/game/switch/violett
1216,Dream Alone,/game/switch/dream-alone
1217,Nippon Marathon,/game/switch/nippon-marathon
1218,Fimbul,/game/switch/fimbul
1219,Animated Jigsaws: Beautiful Japanese Scenery,/game/switch/animated-jigsaws-beautiful-japanese-scenery
1220,AeternoBlade II,/game/switch/aeternoblade-ii
1221,Vaccine,/game/switch/vaccine
1222,FIFA 20: Legacy Edition,/game/switch/fifa-20-legacy-edition
1223,The Bradwell Conspiracy,/game/switch/the-bradwell-conspiracy
1224,Mecho Tales,/game/switch/mecho-tales
1225,Dying: Reborn,/game/switch/dying-reborn
1226,Let's Go Nuts!,/game/switch/lets-go-nuts!
1227,Oh...Sir! The Hollywood Roast,/game/switch/ohsir!-the-hollywood-roast
1228,Wheels of Aurelia,/game/switch/wheels-of-aurelia
1229,Car Mechanic Simulator,/game/switch/car-mechanic-simulator
1230,Ben 10,/game/switch/ben-10
1231,Assault Gunners HD Edition,/game/switch/assault-gunners-hd-edition
1232,Nickelodeon Kart Racers,/game/switch/nickelodeon-kart-racers
1233,Moonfall Ultimate,/game/switch/moonfall-ultimate
1234,Contra: Rogue Corps,/game/switch/contra-rogue-corps
1235,Don't Knock Twice,/game/switch/dont-knock-twice
1236,Senran Kagura Reflexions,/game/switch/senran-kagura-reflexions
1237,Hello Neighbor,/game/switch/hello-neighbor
1238,The Deer God,/game/switch/the-deer-god
1239,Blades of Time,/game/switch/blades-of-time
1240,R.B.I. Baseball 17,/game/switch/rbi-baseball-17
1241,Touhou Kobuto V: Burst Battle,/game/switch/touhou-kobuto-v-burst-battle
1242,PixARK,/game/switch/pixark
1243,Mainlining,/game/switch/mainlining
1244,36 Fragments of Midnight,/game/switch/36-fragments-of-midnight
1245,Back in 1995,/game/switch/back-in-1995
1246,Fight of Gods,/game/switch/fight-of-gods
1247,Monster Jam: Crush It!,/game/switch/monster-jam-crush-it!
1248,Hollow,/game/switch/hollow
1249,WWE 2K18,/game/switch/wwe-2k18
1250,Fantasy Hero: Unsigned Legacy,/game/switch/fantasy-hero-unsigned-legacy
1251,Poisoft Thud Card,/game/switch/poisoft-thud-card
1252,Superola and the Lost Burgers,/game/switch/superola-and-the-lost-burgers
1253,ARK: Survival Evolved,/game/switch/ark-survival-evolved
1254,Woodle Tree Adventures Deluxe,/game/switch/woodle-tree-adventures-deluxe
1255,Tennis,/game/switch/tennis
1256,Awkward,/game/switch/awkward
1257,Vroom in the Night Sky,/game/switch/vroom-in-the-night-sky
